"cbsa","state","puma12","stab","cbsaname15","PUMAname","pop14","afact"
"CBSA current as of CBSAyr","FIPS state","puma12","State Postal Code","2015 CBSA Name","PUMA12 Name","Pop 2014 estimate fr county level ests","cbsa to puma12 alloc factor"
"19100","48","02322","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Dallas County (Northwest)--Irving (North), Coppell & Carrollton (Southwest) Cities",109731.935,0.016 
"19100","48","02400","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Parker County",123164,0.018 
"19100","48","02501","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities",113252.451,0.016 
"19100","48","02502","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (East)--Euless (South & West) & Arlington (North) Cities",121591.855,0.017 
"19100","48","02503","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (East)--Arlington (East) & Grand Prairie (West Central) Cities",138642.739,0.02 
"19100","48","02504","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (Southeast)--Arlington (Southeast) & Grand Prairie (Southwest) Cities",113504.085,0.016 
"19100","48","02505","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (Southeast)--Mansfield (North) & Arlington (Southwest) Cities",108824.125,0.016 
"19100","48","02506","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (South Central)--Fort Worth City (Southeast)--South of I-20",115254.768,0.017 
"19100","48","02507","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (East)--Arlington City (West)--South of I-30 & East of Loop I-820",121200.425,0.017 
"19100","48","02508","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Fort Worth City (East Central)--South of I-30, East of I-35W & Inside Loop I-820",113708.403,0.016 
"19100","48","02509","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Fort Worth (Northeast) & Hurst (South) Cities--North of I-30",142865.672,0.021 
"19100","48","02510","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (North)--North Richland Hills (North) & Keller Cities",121489.696,0.017 
"19100","48","02511","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Fort Worth City (North)--East of I-35W & West of US-377",114955.818,0.017 
"19100","48","02512","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Fort Worth City (North Central) & Haltom City (North)--Inside Loop I-820",114331.035,0.016 
"19100","48","02513","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Fort Worth City (South Central) & Edgecliff Village Town",134001.492,0.019 
"19100","48","02514","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (Southwest)--Fort Worth (Southwest) & Benbrook Cities",133810.078,0.019 
"19100","48","02515","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (West)--Fort Worth City (West)",111000.65,0.016 
"19100","48","02516","TX","Dallas-Fort Worth-Arlington, TX (Metro)","Tarrant County (Northwest)--Fort Worth (Northwest) & Saginaw Cities",126926.709,0.018 
"19140","13","02700","GA","Dalton, GA (Metro)","Northwest Georgia Regional Commission (North Central)--Whitfield County",103542,0.724 
"19140","13","02800","GA","Dalton, GA (Metro)","Northwest Georgia Regional Commission (Northeast)",39410,0.276 
"19180","17","02200","IL","Danville, IL (Metro)","Livingston, Ford, Iroquois & Vermilion Counties",79728,1 
"19220","21","02100","KY","Danville, KY (Micro)","Bluegrass Area Development District (South)",54151,1 
"19260","51","51097","VA","Danville, VA (Micro)","West Piedmont Planning District Commission",104827,1 
"19300","01","02600","AL","Daphne-Fairhope-Foley, AL (Metro)","Baldwin County",200111,1 
"19340","17","00105","IL","Davenport-Moline-Rock Island, IA-IL (Metro)","Rock Island County",146063,0.381 
"19340","17","00202","IL","Davenport-Moline-Rock Island, IA-IL (Metro)","Henry, Mercer, Henderson, Warren, Hancock, McDonough & Fulton Counties",65580,0.171 
"19340","19","00900","IA","Davenport-Moline-Rock Island, IA-IL (Metro)","Scott County--Davenport City",171387,0.447 
"19380","39","04400","OH","Dayton, OH (Metro)","Miami County",103900,0.13 
"19380","39","04601","OH","Dayton, OH (Metro)","Montgomery County (West)--Miamisburg & West Carrollton Cities",108289.234,0.135 
"19380","39","04602","OH","Dayton, OH (Metro)","Montgomery County (Northeast)--Huber Heights, Trotwood, Vandalia & Englewood Cities",128332.65,0.16 
"19380","39","04603","OH","Dayton, OH (Metro)","Montgomery County (East Central)--Dayton & Riverside Cities",172179.115,0.215 
"19380","39","04604","OH","Dayton, OH (Metro)","Montgomery County (Southeast)--Kettering & Centerville Cities",124315.001,0.155 
"19380","39","04700","OH","Dayton, OH (Metro)","Greene County",163820,0.205 
"19420","47","02100","TN","Dayton, TN (Micro)","Rhea, Marion, Sequatchie, Grundy, Bledsoe & Meigs Counties",32641,1 
"19460","01","00600","AL","Decatur, AL (Metro)","Morgan & Lawrence Counties--Decatur City",153084,1 
"19500","17","01500","IL","Decatur, IL (Metro)","Macon County--Decatur City",108350,1 
"19540","18","00900","IN","Decatur, IN (Micro)","Huntington, Whitley, Adams & Wells Counties",34791,1 
"19580","39","00100","OH","Defiance, OH (Micro)","Defiance, Williams, Henry & Paulding Counties",38510,1 
"19620","48","06200","TX","Del Rio, TX (Micro)","Middle Rio Grande Development Council",48974,1 
"19660","12","03500","FL","Deltona-Daytona Beach-Ormond Beach, FL (Metro)","Flagler & Volusia (North Central) Counties",109506.967,0.18 
"19660","12","12701","FL","Deltona-Daytona Beach-Ormond Beach, FL (Metro)","Volusia County (Central & Northwest)--DeLand, DeBary Cities & Pierson Town",113896.453,0.187 
"19660","12","12702","FL","Deltona-Daytona Beach-Ormond Beach, FL (Metro)","Volusia County (Northeast)--Daytona Beach, Ormond Beach & Holly Hill Cities",131057.934,0.215 
"19660","12","12703","FL","Deltona-Daytona Beach-Ormond Beach, FL (Metro)","Volusia County--Port Orange, Edgewater, New Smyrna Beach (East) & Oak Hill Cities",134320.093,0.22 
"19660","12","12704","FL","Deltona-Daytona Beach-Ormond Beach, FL (Metro)","Volusia County (Southwest Central)--Deltona & Lake Helen Cities",121157.553,0.199 
"19700","35","00900","NM","Deming, NM (Micro)","Southwest New Mexico",24673,1 
"19740","08","00100","CO","Denver-Aurora-Lakewood, CO (Metro)","Northeast Colorado--Eastern Plains Region",3895.556,0.001 
"19740","08","00600","CO","Denver-Aurora-Lakewood, CO (Metro)","Fremont, Chaffee, Park, Lake, Huerfano, Pueblo (Southwest) & Custer Counties",16345,0.006 
"19740","08","00801","CO","Denver-Aurora-Lakewood, CO (Metro)","DRCOG Mountains--Jefferson (West), Boulder (West), Clear Creek & Gilpin Counties",83141.675,0.03 
"19740","08","00804","CO","Denver-Aurora-Lakewood, CO (Metro)","Broomfield, Jefferson (Northeast), Adams (Northwest) & Boulder (Southeast) Counties",97215.013,0.035 
"19740","08","00805","CO","Denver-Aurora-Lakewood, CO (Metro)","Adams (West) & Jefferson (Far Northeast) Counties--Westminster & Northglenn Cities",127726.578,0.046 
"19740","08","00806","CO","Denver-Aurora-Lakewood, CO (Metro)","Adams County (West Central)--Thornton & Federal Heights Cities",147723.986,0.054 
"19740","08","00807","CO","Denver-Aurora-Lakewood, CO (Metro)","Adams County (West Central)--Commerce City & Brighton Cities",165095.467,0.06 
"19740","08","00808","CO","Denver-Aurora-Lakewood, CO (Metro)","Arapahoe County (West)--Aurora (Southwest) & Centennial (East) Cities",117231.345,0.043 
"19740","08","00809","CO","Denver-Aurora-Lakewood, CO (Metro)","Arapahoe (West) & Adams (South Central) Counties--Aurora City (North Central)",122099.177,0.044 
"19740","08","00810","CO","Denver-Aurora-Lakewood, CO (Metro)","Arapahoe (Northwest) & Adams (Southwest) Counties--Aurora City (Northwest)",122285.962,0.044 
"19740","08","00811","CO","Denver-Aurora-Lakewood, CO (Metro)","Arapahoe County (Southwest)--Centennial (West & Central) & Greenwood Village Cities",119243.585,0.043 
"19740","08","00812","CO","Denver-Aurora-Lakewood, CO (Metro)","Denver City (Northeast)",167239.226,0.061 
"19740","08","00813","CO","Denver-Aurora-Lakewood, CO (Metro)","Denver City (Northwest)",110751.7,0.04 
"19740","08","00814","CO","Denver-Aurora-Lakewood, CO (Metro)","Denver City (South Central)",112875.499,0.041 
"19740","08","00815","CO","Denver-Aurora-Lakewood, CO (Metro)","Denver City (Southeast)",169721.612,0.062 
"19740","08","00816","CO","Denver-Aurora-Lakewood, CO (Metro)","Denver City (Southwest)",131931.066,0.048 
"19740","08","00817","CO","Denver-Aurora-Lakewood, CO (Metro)","Jefferson County (Northeast)--Arvada City",117825.042,0.043 
"19740","08","00818","CO","Denver-Aurora-Lakewood, CO (Metro)","Jefferson County (East Central)--Lakewood (North), Wheat Ridge & Golden Cities",121384.441,0.044 
"19740","08","00819","CO","Denver-Aurora-Lakewood, CO (Metro)","Jefferson County (East Central)--Lakewood City (South) & Dakota Ridge",144559.667,0.052 
"19740","08","00820","CO","Denver-Aurora-Lakewood, CO (Metro)","Arapahoe (West) & Jefferson (East) Counties--Littleton, Englewood Cities & Columbine",111437.757,0.04 
"19740","08","00821","CO","Denver-Aurora-Lakewood, CO (Metro)","Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park",133345.085,0.048 
"19740","08","00822","CO","Denver-Aurora-Lakewood, CO (Metro)","Douglas County (South)--Castle Rock Town",112506.52,0.041 
"19740","08","00823","CO","Denver-Aurora-Lakewood, CO (Metro)","Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery",120310.383,0.044 
"19740","08","00824","CO","Denver-Aurora-Lakewood, CO (Metro)","DRCOG East Plains--Arapahoe (East) & Adams (East) Counties--Aurora City (Northeast)",78366.656,0.028 
"19760","22","00800","LA","DeRidder, LA (Micro)","Imperial Calcasieu Regional Planning & Development District 1 (North)",36198,1 
"19780","19","01400","IA","Des Moines-West Des Moines, IA (Metro)","Warren, Jasper, Marion, Dallas (West) & Madison Counties",87870.484,0.144 
"19780","19","01500","IA","Des Moines-West Des Moines, IA (Metro)","Polk (Southwest) & Dallas (East) Counties--West Des Moines & Urbandale Cities",181553.459,0.297 
"19780","19","01600","IA","Des Moines-West Des Moines, IA (Metro)","Polk County (East)--Ankeny & Altoona Cities",125081.311,0.205 
"19780","19","01700","IA","Des Moines-West Des Moines, IA (Metro)","Des Moines City",206321.746,0.337 
"19780","19","01800","IA","Des Moines-West Des Moines, IA (Metro)","South Central Iowa",10722,0.018 
"19820","26","01701","MI","Detroit-Warren-Dearborn, MI (Metro)","Genesee (East) & Lapeer Counties",88153,0.021 
"19820","26","02800","MI","Detroit-Warren-Dearborn, MI (Metro)","Livingston County",185596,0.043 
"19820","26","02901","MI","Detroit-Warren-Dearborn, MI (Metro)","Oakland County (West)",131647.057,0.031 
"19820","26","02902","MI","Detroit-Warren-Dearborn, MI (Metro)","Oakland County (Northeast)",133620.667,0.031 
"19820","26","02903","MI","Detroit-Warren-Dearborn, MI (Metro)","Oakland County (East Central)--Troy & Rochester Area",168726.617,0.039 
"19820","26","02904","MI","Detroit-Warren-Dearborn, MI (Metro)","Oakland County (Central)",158024.651,0.037 
"19820","26","02905","MI","Detroit-Warren-Dearborn, MI (Metro)","Oakland County (Southwest)",122796.186,0.029 
"19820","26","02906","MI","Detroit-Warren-Dearborn, MI (Metro)","Oakland County (Central)--Birmingham & Bloomfield Area",156051.041,0.036 
"19820","26","02907","MI","Detroit-Warren-Dearborn, MI (Metro)","Oakland County (South Central)--Farmington & Southfield Area",170825.829,0.04 
"19820","26","02908","MI","Detroit-Warren-Dearborn, MI (Metro)","Oakland County (Southeast)",196175.952,0.046 
"19820","26","03001","MI","Detroit-Warren-Dearborn, MI (Metro)","Macomb County (North)",121823.069,0.028 
"19820","26","03002","MI","Detroit-Warren-Dearborn, MI (Metro)","Macomb County (Central)",161739.037,0.038 
"19820","26","03003","MI","Detroit-Warren-Dearborn, MI (Metro)","Macomb County (Southwest)--Sterling Heights City",132649.922,0.031 
"19820","26","03004","MI","Detroit-Warren-Dearborn, MI (Metro)","Macomb County (Southeast)--Mount Clemens & Fraser Area",155639.344,0.036 
"19820","26","03005","MI","Detroit-Warren-Dearborn, MI (Metro)","Macomb County (Southeast)--St. Clair Shores, Roseville & Eastpointe Area",142709.712,0.033 
"19820","26","03006","MI","Detroit-Warren-Dearborn, MI (Metro)","Macomb County (Southwest)--Warren & Center Line Cities",145550.917,0.034 
"19820","26","03100","MI","Detroit-Warren-Dearborn, MI (Metro)","St. Clair County",160078,0.037 
"19820","26","03201","MI","Detroit-Warren-Dearborn, MI (Metro)","Wayne County (Northwest)",185028.811,0.043 
"19820","26","03202","MI","Detroit-Warren-Dearborn, MI (Metro)","Wayne County (North Central)--Livonia City & Redford Charter Township",140852.1,0.033 
"19820","26","03203","MI","Detroit-Warren-Dearborn, MI (Metro)","Wayne County (Central)--Dearborn & Dearborn Heights Cities",151149.627,0.035 
"19820","26","03204","MI","Detroit-Warren-Dearborn, MI (Metro)","Wayne County (Central)--Westland, Garden City, Inkster & Wayne Cities",150006.75,0.035 
"19820","26","03205","MI","Detroit-Warren-Dearborn, MI (Metro)","Wayne County (Southwest)",109099.696,0.025 
"19820","26","03206","MI","Detroit-Warren-Dearborn, MI (Metro)","Wayne County (Southeast)--Downriver Area (South)",129004.564,0.03 
"19820","26","03207","MI","Detroit-Warren-Dearborn, MI (Metro)","Wayne County (Southeast)--Downriver Area (North)",116679.133,0.027 
"19820","26","03208","MI","Detroit-Warren-Dearborn, MI (Metro)","Detroit City (Northwest)",155214.16,0.036 
"19820","26","03209","MI","Detroit-Warren-Dearborn, MI (Metro)","Detroit City (North Central)",128056.529,0.03 
"19820","26","03210","MI","Detroit-Warren-Dearborn, MI (Metro)","Detroit City (Northeast)",130039.842,0.03 
"19820","26","03211","MI","Detroit-Warren-Dearborn, MI (Metro)","Detroit City (South Central & Southeast)",124890.594,0.029 
"19820","26","03212","MI","Detroit-Warren-Dearborn, MI (Metro)","Detroit City (Southwest)",129066.604,0.03 
"19820","26","03213","MI","Detroit-Warren-Dearborn, MI (Metro)","Wayne County (Northeast)--I-94 Corridor",115715.588,0.027 
"19860","38","00100","ND","Dickinson, ND (Micro)","West North Dakota--Minot City",30372,1 
"19940","17","00104","IL","Dixon, IL (Micro)","Jo Daviess, Carroll, Whiteside & Lee Counties",34735,1 
"19980","20","01200","KS","Dodge City, KS (Micro)","Southwest Kansas--Dodge City, Garden City & Liberal City",34795,1 
"20020","01","02500","AL","Dothan, AL (Metro)","Houston, Dale, Geneva & Henry Counties--Dothan City",148095,1 
"20060","13","00500","GA","Douglas, GA (Micro)","Southern Georgia Regional Commission (East & Central)",42811,1 
"20100","10","00200","DE","Dover, DE (Metro)","Kent County--Dover City",171987,1 
"20140","13","01300","GA","Dublin, GA (Micro)","Heart of Georgia Altamaha Regional Commission (North & West)",57552,1 
"20180","42","00300","PA","DuBois, PA (Micro)","Clearfield, McKean, Elk, Potter & Cameron Counties",81191,1 
"20220","19","00700","IA","Dubuque, IA (Metro)","Dubuque, Buchanan, Jackson & Delaware Counties--Dubuque City",96370,1 
"20260","27","00300","MN","Duluth, MN-WI (Metro)","Itasca, Carlton (South), Cass & Aitkin Counties--Grand Rapids City",32445.746,0.116 
"20260","27","00400","MN","Duluth, MN-WI (Metro)","St. Louis (North), Koochiching, Lake & Cook Counties--Hibbing & Cloquet Cities",102521.876,0.366 
"20260","27","00500","MN","Duluth, MN-WI (Metro)","St. Louis County (Southeast)--Duluth, Hermantown & Proctor Cities",101552.378,0.362 
"20260","55","00100","WI","Duluth, MN-WI (Metro)","Northwest Wisconsin",43698,0.156 
"20300","48","00100","TX","Dumas, TX (Micro)","Panhandle Regional Planning Commission (Outside Potter & Randall Counties)",22148,1 
"20340","40","00602","OK","Duncan, OK (Micro)","Stephens, Caddo, Comanche (North), Tillman, Jefferson & Cotton Counties",44493,1 
"20380","37","03800","NC","Dunn, NC (Micro)","Harnett County",126666,1 
"20420","08","00900","CO","Durango, CO (Micro)","La Plata, Montezuma, Gunnison, Archuleta, Dolores, Hinsdale & San Juan Counties",53989,1 
"20460","40","00702","OK","Durant, OK (Micro)","Bryan, Pontotoc (East), Marshall, Atoka, Johnston & Coal Counties--Ada City",44486,1 
"20500","37","00400","NC","Durham-Chapel Hill, NC (Metro)","Granville, Person & Caswell Counties",39132,0.072 
"20500","37","01301","NC","Durham-Chapel Hill, NC (Metro)","Durham County (South)--Durham City (South)",155303.284,0.286 
"20500","37","01302","NC","Durham-Chapel Hill, NC (Metro)","Durham County (North)--Durham City (North)",139156.716,0.256 
"20500","37","01400","NC","Durham-Chapel Hill, NC (Metro)","Orange County--Chapel Hill Town",140420,0.259 
"20500","37","01500","NC","Durham-Chapel Hill, NC (Metro)","Chatham & Lee Counties",68698,0.127 
"20540","47","00100","TN","Dyersburg, TN (Micro)","Northwest Tennessee--Gibson, Dyer, Obion, Crockett & Lake Counties",37935,1 
"20580","48","06200","TX","Eagle Pass, TX (Micro)","Middle Rio Grande Development Council",57023,1 
"20660","24","01300","MD","Easton, MD (Micro)","Queen Annes, Talbot, Caroline, Dorchester & Kent Counties",37643,1 
"20700","42","00600","PA","East Stroudsburg, PA (Metro)","Monroe County",166314,1 
"20740","55","55101","WI","Eau Claire, WI (Metro)","Barron, Polk, Clark & Chippewa (North) Counties",9045.96,0.055 
"20740","55","55103","WI","Eau Claire, WI (Metro)","Eau Claire & Chippewa (South) Counties",155978.04,0.945 
"20780","08","00400","CO","Edwards, CO (Micro)","Eagle, Summit, Grand & Jackson Counties",52921,1 
"20820","17","00501","IL","Effingham, IL (Micro)","Montgomery, Bond, Clinton, Fayette & Effingham Counties",34320,1 
"20900","48","05000","TX","El Campo, TX (Micro)","Houston-Galveston Area Council (West)",41168,1 
